Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units 
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,2,870,8,2,31235,36250,3,31235,40800,4,31235,45300,,,,,,,,,,74971,10/28/16,2016,11/20/17,
310,Five Blue Slip,5,BLUE SLIP,3,New Construction,HDC,2,1065,30,2,37920,43500,3,37920,48960,4,37920,54360,,,,,,,,,,74971,10/28/16,2016,11/20/17,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,0,494,1,1,18275,25400,,,,,,,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,0,1211,3,1,42858,82550,,,,,,,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,1,532,2,1,19612,25400,2,19612,29000,,,,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,1,690,7,1,25029,31750,2,25029,36250,,,,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,1,1525,25,1,53658,82550,2,53658,94250,,,,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,2,836,2,2,30069,36250,3,30069,40800,4,30069,45300,,,,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,2,1838,17,2,64423,94250,3,64423,106080,4,64423,117780,,,,,,,,,,47786,10/28/16,2016,2/6/18,4
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,3,963,1,3,34869,40800,4,34869,45300,5,34869,48950,6,34869,52550,,,,,,,47786,10/28/16,2016,2/6/18,
311,9306 Shore Front,93-06,SHORE FRONT PARKWAY,4,New Construction,HDC,3,2120,5,3,74538,106080,4,74538,117780,5,74538,127270,6,74538,136630,,,,,,,47786,10/28/16,2016,2/6/18,3
312,126 INDIA REALTY LLC,126,INDIA STREET,3,New Construction,HPD,0,904,1,1,30994,38100,,,,,,,,,,,,,,,,28940,11/4/16,2016,3/1/18,
312,126 INDIA REALTY LLC,126,INDIA STREET,3,New Construction,HPD,1,1039,1,1,35623,38100,2,35623,43500,,,,,,,,,,,,,28940,11/4/16,2016,3/1/18,
313,2346 Prospect Avenue,2346,PROSPECT AVENUE,2,New Construction,HPD,1,1348,4,1,46218,50800,2,46218,58000,,,,,,,,,,,,,20100,11/22/16,2016,4/1/17,
313,2346 Prospect Avenue,2346,PROSPECT AVENUE,2,New Construction,HPD,2,1521,5,2,52149,58000,3,52149,65280,4,52149,72480,,,,,,,,,,20100,11/22/16,2016,4/1/17,
315,504 Myrtle Avenue,504,MYRTLE AVENUE,3,New Construction,HPD,0,735,10,1,30206,38100,,,,,,,,,,,,,,,,64801,12/2/16,2016,12/15/17,
315,504 Myrtle Avenue,504,MYRTLE AVENUE,3,New Construction,HPD,1,741,12,1,32400,38100,2,32400,43500,,,,,,,,,,,,,64801,12/2/16,2016,12/15/17,
315,504 Myrtle Avenue,504,MYRTLE AVENUE,3,New Construction,HPD,2,888,7,2,38778,43500,3,38778,48960,4,38778,54360,,,,,,,,,,64801,12/2/16,2016,12/15/17,
316,Compass Residences 2B,1520,BOONE AVENUE,2,New Construction,HDC,0,822,22,1,29520,38100,,,,,,,,,,,,,,,,47077,12/9/16,2016,12/14/17,
316,Compass Residences 2B,1520,BOONE AVENUE,2,New Construction,HDC,1,882,35,1,31612,38100,2,31612,43500,,,,,,,,,,,,,47077,12/9/16,2016,12/14/17,
316,Compass Residences 2B,1520,BOONE AVENUE,2,New Construction,HDC,2,1065,42,2,37920,43500,3,37920,48960,4,37920,54360,,,,,,,,,,47077,12/9/16,2016,12/14/17,
316,Compass Residences 2B,1520,BOONE AVENUE,2,New Construction,HDC,3,1224,15,3,43818,48960,4,43818,54360,5,43818,58740,6,43818,63060,,,,,,,47077,12/9/16,2016,12/14/17,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,0,653,2,1,23726,31750,,,,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,0,805,2,1,28938,38100,,,,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,0,922,4,1,32949,57150,,,,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,1,702,12,1,25440,31750,2,25440,36250,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,1,864,13,1,30995,38100,2,30995,43500,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,1,1192,24,1,42240,57150,2,42240,65250,,,,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,2,852,6,2,30618,36250,3,30618,40800,4,30618,45300,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,2,1047,7,2,37303,43500,3,37303,48960,4,37303,54360,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,2,1417,13,2,49989,65250,3,49989,73440,4,49989,81540,,,,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,3,982,4,3,35520,40800,4,35520,45300,5,35520,48950,6,35520,52550,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,3,1206,4,3,43200,48960,4,43200,54360,5,43200,58740,6,43200,63060,,,,,,,50220,12/9/16,2016,4/20/18,
317,Beach Green Dunes,44-18,ROCKAWAY BEACH BOULEVARD,4,New Construction,HDC,3,1597,9,3,54606,73404,4,54606,81540,5,54606,88110,6,54606,94590,,,,,,,50220,12/9/16,2016,4/20/18,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,0,519,3,1,19132,25400,,,,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,0,670,6,1,24309,31750,,,,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,0,822,5,1,29520,38100,,,,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,0,996,1,1,35486,50800,,,,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,1,558,4,1,20503,25400,2,20503,29000,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,1,720,3,1,26058,31750,2,26058,36250,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,1,882,10,1,31612,38100,2,31612,43500,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,1,1254,2,1,44366,50800,2,44366,58000,,,,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,2,676,2,2,24583,29000,3,24583,32640,4,24583,36240,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,2,870,2,2,31235,36250,3,31235,40800,4,31235,45300,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,2,1065,2,2,37920,43500,3,37920,48960,4,37920,54360,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,2,1511,4,2,53212,58000,3,53212,65280,4,53212,72480,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,3,775,2,4,28423,36240,5,28423,39160,6,28423,42040,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,3,1000,4,4,36138,45300,5,36138,48950,6,36138,52550,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,3,1224,9,4,43818,54360,5,43818,58740,6,43818,63060,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
319,Our Lady of Lourdes Apartments,1875,BROADWAY,3,New Construction,HPD,3,1740,4,4,61509,72480,5,61509,78320,6,61509,84080,,,,,,,,,,74395,1/4/17,2017,STILL IN PROGRESS,
320,74 West Tremont Avenue,74,WEST TREMONT AVENUE,2,New Construction,HPD,1,1292,3,1,44298,50800,2,42298,58000,,,,,,,,,,,,,22938,1/5/17,2017,8/15/17,
320,74 West Tremont Avenue,74,WEST TREMONT AVENUE,2,New Construction,HPD,2,1458,4,2,49989,58000,3,49989,65280,4,49989,72480,,,,,,,,,,22938,1/5/17,2017,8/15/17,
322,1040 Dean Street,1036,DEAN STREET,3,New Construction,HPD,0,845,1,1,30858,38100,,,,,,,,,,,,,,,,61982,1/12/17,2017,6/28/18,
322,1040 Dean Street,1036,DEAN STREET,3,New Construction,HPD,1,856,20,1,31303,38100,2,31303,43500,,,,,,,,,,,,,61982,1/12/17,2017,6/28/18,
322,1040 Dean Street,1036,DEAN STREET,3,New Construction,HPD,2,1022,3,2,37029,43500,3,37029,48960,4,37029,54360,,,,,,,,,,61982,1/12/17,2017,6/28/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,0,368,3,1,14503,19050,,,,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,0,519,3,1,19680,25400,,,,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,0,670,3,1,24858,31750,,,,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,0,822,1,1,30069,38100,,,,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,1,395,4,1,15498,19050,2,15498,21750,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,1,558,5,1,21086,25400,2,21086,29000,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,1,720,6,1,26640,31750,2,26640,36250,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,1,882,8,1,32195,38100,2,32195,43500,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,1,1254,2,1,44949,63500,2,44949,72500,,,,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,2,482,3,2,18515,21750,3,18515,24480,4,18515,27180,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,2,676,6,2,25166,29000,3,25166,32640,4,25166,36240,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,2,870,5,2,31818,36250,3,31818,40800,4,31818,45300,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,2,1065,40,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,2,1511,4,2,53795,72500,3,53795,81600,4,53795,90600,,,,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,3,551,1,3,21463,24480,4,21463,27180,5,21463,29370,6,21463,31530,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,3,775,2,3,29143,32640,4,29143,36240,5,29143,39160,6,29143,42040,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,3,1000,2,3,36858,40800,4,36858,45300,5,36858,48950,6,36858,52550,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,3,1224,7,3,44538,48960,4,44538,54360,5,44538,58740,6,44538,63060,,,,,,,65195,1/11/17,2017,1/29/18,
323,CROTONA TERRACE BUILDING B,1825,BOSTON ROAD,2,New Construction,HDC,3,1740,2,3,62229,81600,4,62229,90600,5,62229,97900,6,62229,105100,,,,,,,65195,1/11/17,2017,1/29/18,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,0,532,3,1,20126,25400,,,,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,0,849,17,1,30995,38100,,,,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,0,1033,3,1,37303,63500,,,,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,0,1713,10,1,60618,92075,,,,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,0,2121,33,1,74606,104775,,,,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,16
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,1,572,6,1,21566,25400,2,21566,29000,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,1,912,33,1,33223,38100,2,33223,43500,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,1,1303,6,1,46629,63500,2,46629,72500,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,1,2153,20,1,75772,92075,2,75772,105125,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,1,2663,66,1,93258,104775,2,93258,119625,,,,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,53
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,2,696,4,2,25852,29000,3,25852,32640,4,25852,36240,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,2,1104,23,2,39840,43500,3,39840,48960,4,39840,54360,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,2,1574,4,2,55955,72500,3,55955,81600,4,55955,90600,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,2,2594,14,2,90926,105125,3,90926,118320,4,90926,131370,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,2,3206,45,2,111909,119625,3,111909,134640,4,111909,149490,,,,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,34
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,3,796,1,3,29863,32640,4,29863,36240,5,29863,39160,6,29863,42040,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,3,1268,4,3,46046,48960,4,46046,54360,5,46046,58740,6,46046,63060,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,3,1810,1,3,64629,81600,4,64629,90600,5,64629,97900,6,64629,105100,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,3,2988,2,3,105018,118320,4,105018,131370,5,105018,141955,6,105018,152395,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,
324,38 Sixth at Pacific Park,38,SIXTH AVENUE,3,New Construction,HDC,3,3695,8,3,129258,134640,4,129258,149490,5,129258,161535,6,129258,173415,,,,,,,89784,1/13/17,2017,STILL IN PROGRESS,18
325,Red Apple 86 Fleet Place,86,FLEET PLACE,3,New Construction,HPD,0,833,9,1,30446,38100,,,,,,,,,,,,,,,,74243,1/27/17,2017,STILL IN PROGRESS,
325,Red Apple 86 Fleet Place,86,FLEET PLACE,3,New Construction,HPD,1,895,13,1,32640,38100,2,32640,43500,,,,,,,,,,,,,74243,1/27/17,2017,STILL IN PROGRESS,
325,Red Apple 86 Fleet Place,86,FLEET PLACE,3,New Construction,HPD,2,1082,6,2,39086,43500,3,39086,48960,4,39086,54360,,,,,,,,,,74243,1/27/17,2017,STILL IN PROGRESS,
325,Red Apple 86 Fleet Place,86,FLEET PLACE,3,New Construction,HPD,3,1247,1,3,45326,48960,4,45326,54360,5,45326,58740,6,45326,63060,,,,,,,74243,1/27/17,2017,STILL IN PROGRESS,
327,210 East 39th Street,210,EAST 39 STREET,1,New Construction,HPD,0,833,1,1,30446,38100,,,,,,,,,,,,,,,,44129,2/6/17,2017,6/27/18,
327,210 East 39th Street,210,EAST 39 STREET,1,New Construction,HPD,1,895,7,1,32640,38100,2,32640,43500,,,,,,,,,,,,,44129,2/6/17,2017,6/27/18,
327,210 East 39th Street,210,EAST 39 STREET,1,New Construction,HPD,2,1082,3,2,39086,43500,3,39086,48960,4,39086,54360,,,,,,,,,,44129,2/6/17,2017,6/27/18,
328,2139 Third Avenue,2139,3 AVENUE,1,New Construction,HPD,1,985,5,1,33772,38100,2,33772,43500,,,,,,,,,,,,,29560,2/8/17,2017,8/14/18,
329,33 Bond Street Apartments,33,BOND STREET,3,New Construction,HPD,0,897,51,1,32640,38100,,,,,,,,,,,,,,,,70605,2/13/17,2017,3/22/18,
329,33 Bond Street Apartments,33,BOND STREET,3,New Construction,HPD,1,963,52,1,34972,38100,2,34972,43500,,,,,,,,,,,,,70605,2/13/17,2017,3/22/18,
329,33 Bond Street Apartments,33,BOND STREET,3,New Construction,HPD,2,1166,40,2,41966,43500,3,41966,48960,4,41966,54360,,,,,,,,,,70605,2/13/17,2017,3/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,0,494,1,1,18823,25400,,,,,,,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,0,787,8,1,28869,38100,,,,,,,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,1,532,12,1,20195,25400,2,20195,29000,,,,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,1,846,81,1,30960,38100,2,30960,43500,,,,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,2,646,13,2,24138,29000,3,24138,32640,4,24138,36240,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,2,1024,87,2,37098,43500,3,37098,48960,4,37098,54360,,,,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,3,745,4,3,28115,32640,4,28115,36240,5,28115,39160,6,28115,42040,,,,,,,55212,2/15/17,2017,10/22/18,
330,PARK HOUSE,4275,PARK AVENUE,2,New Construction,HDC,3,1181,21,3,43063,48960,4,43063,54360,5,43063,58740,6,43063,63060,,,,,,,55212,2/15/17,2017,10/22/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,0,822,9,1,30069,38100,,,,,,,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,0,996,10,1,36035,57150,,,,,,,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,1,882,18,1,32195,38100,2,32195,43500,,,,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,1,1250,21,1,44812,57150,2,44812,65250,,,,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,2,1065,23,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,2,1500,26,2,53418,65250,3,53418,73440,4,53418,81540,,,,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,3,1224,6,3,44538,48960,4,44538,54360,5,44538,58740,6,44538,63060,,,,,,,47241,2/24/17,2017,3/2/18,
331,COMPASS RESIDENCES 2A,1524,BOONE AVENUE,2,New Construction,HDC,3,1740,7,3,62229,73440,4,62229,81540,5,62229,88110,6,62229,94590,,,,,,,47241,2/24/17,2017,3/2/18,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,0,519,2,1,19680,25400,,,,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,0,822,21,1,30069,38100,,,,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,0,1384,6,1,49338,76200,,,,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,0,1967,11,1,69326,104775,,,,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,1,558,1,1,21086,25400,2,21086,29000,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,1,882,10,1,32195,38100,2,32195,43500,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,1,1741,3,1,61646,76200,2,61646,87000,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,1,2470,3,1,86640,104775,2,86640,119625,,,,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,2,676,2,2,25166,29000,3,25166,32640,4,25166,36240,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,2,1065,20,2,38503,43500,3,38503,48960,4,38503,54360,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,2,2094,7,2,73783,87000,3,73783,97920,4,73783,108720,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,2,2968,13,2,103749,119625,3,103749,134640,4,103749,149490,,,,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,3,775,1,3,29143,32640,4,29143,36240,5,29143,39160,6,29143,42040,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,3,1224,2,3,44538,48960,4,44538,54360,5,44538,58740,6,44538,63060,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,3,2414,1,3,85338,97920,4,85338,108720,5,85338,117480,6,85338,126120,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
332,Essex Crossing Site 5,145,CLINTON STREET,1,New Construction,HDC,3,3424,1,3,119996,134640,4,119966,149490,5,119966,161535,6,119966,173415,,,,,,,93361,3/2/17,2017,STILL IN PROGRESS,
333,181 Front Street,181,FRONT STREET,3,New Construction,HPD,1,895,9,1,32057,38100,2,32057,43500,,,,,,,,,,,,,71658,3/3/17,2017,STILL IN PROGRESS,
333,181 Front Street,181,FRONT STREET,3,New Construction,HPD,2,1082,11,2,38502,43500,3,38502,48960,4,38502,54360,,,,,,,,,,71658,3/3/17,2017,STILL IN PROGRESS,
333,181 Front Street,181,FRONT STREET,3,New Construction,HPD,3,1247,1,3,44605,48960,4,44605,54360,5,44605,58740,6,44605,63060,,,,,,,71658,3/3/17,2017,STILL IN PROGRESS,
334,The Bedford,3166,WEBSTER AVENUE,2,New Construction,HPD,0,734,1,1,26503,31750,,,,,,,,,,,,,,,,53920,3/7/17,2017,9/30/18,
